340,406	54,97466
340,786	54,97466
341,167	54,97466
341,547	7,96258
341,927	-58,4984
342,307	-111,01583
342,688	-55,72778
343,068	-16,95436
343,448	30,12092
343,828	-11,42427
344,208	93,72856
344,588	27,30727
344,968	-41,79105
345,348	43,80946
345,728	38,33022
346,108	-3,10534
346,487	-19,67227
346,867	10,68696
347,247	76,83715
347,627	-25,13533
348,006	-36,16106
348,386	-83,01337
348,765	-33,37564
349,145	-49,94838
349,524	18,91992
349,904	-30,61588
350,283	40,92102
350,663	-88,45576
351,042	40,90624
351,421	-30,60954
351,801	-47,04282
352,18	-11,33761
352,559	-22,29382
352,938	-36,04915
353,317	40,89569
353,696	27,12339
354,075	65,60719
354,454	-104,73311
354,833	-3,09295
355,212	49,08165
355,591	-19,56552
355,97	-5,83878
356,348	2,40377
356,727	82,02316
357,106	-14,06911
357,485	29,86469
357,863	24,36733
358,242	24,39617
358,62	40,81799
358,999	-14,07633
359,377	-44,26055
359,756	71,04462
360,134	40,85361
360,512	-52,52337
360,891	-63,52825
361,269	-27,79863
361,647	-41,52742
362,025	-93,77848
362,403	46,36799
362,781	79,35714
363,16	18,88677
363,538	49,11951
363,916	-25,05373
364,293	90,29458
364,671	24,36983
365,049	57,32649
365,427	46,35129
365,805	27,11921
366,183	24,37359
366,56	32,59163
366,938	27,13735
367,316	-38,80274
367,693	150,71999
368,071	68,30419
368,448	-16,8251
368,826	-36,04545
369,203	7,89851
369,58	40,89358
369,958	38,13755
370,335	24,37233
370,712	13,39588
371,089	-5,84149
371,467	-25,0821
371,844	128,84651
372,221	38,11596
372,598	32,62512
372,975	29,85703
373,352	120,64074
373,729	-49,75789
374,106	40,85151
374,483	93,00535
374,859	95,89142
375,236	-66,2669
375,613	-25,05116
375,99	35,36614
376,366	-63,51518
376,743	-11,33994
377,119	65,61732
377,496	-33,3154
377,872	7,89364
378,249	18,90527
378,625	65,61394
379,002	16,12593
379,378	-88,22783
379,754	32,61171
380,131	54,5761
380,507	-11,34579
380,883	101,23421
381,259	27,1206
381,635	-60,74518
382,011	16,13919
382,387	-44,2719
382,763	16,13919
383,139	29,87237
383,515	-19,5615
383,891	-79,98659
384,267	38,15525
384,642	18,8965
385,018	-41,53595
385,394	134,15764
385,77	-25,0808
386,145	46,37992
386,521	73,78841
386,896	-0,34316
387,272	79,26745
387,647	-25,04345
388,023	-33,32054
388,398	5,15054
388,773	21,62005
389,148	117,76671
389,524	-60,78577
389,899	60,09892
390,274	128,8266
390,649	16,1367
391,024	-33,29143
391,399	-52,49372
391,774	-8,58225
392,149	57,35597
