340,406	32,68054
340,786	32,68054
341,167	32,68054
341,547	13,32799
341,927	-47,58991
342,307	-39,22648
342,688	2,24864
343,068	-17,1274
343,448	82,53164
343,828	10,55658
344,208	57,60579
344,588	24,36983
344,968	-30,90838
345,348	2,2431
345,728	32,63425
346,108	-14,32057
346,487	10,52338
346,867	-6,03391
347,247	38,08794
347,627	-94,23277
348,006	-58,38652
348,386	27,01162
348,765	-58,33504
349,145	79,30414
349,524	62,7539
349,904	-3,26715
350,283	2,23599
350,663	15,98893
351,042	81,9528
351,421	35,23078
351,801	10,4674
352,18	18,71896
352,559	-69,1411
352,938	-3,26059
353,317	84,67775
353,696	15,9667
354,075	2,23403
354,454	-27,96597
354,833	84,6429
355,212	-17,00031
355,591	7,72126
355,97	92,81962
356,348	-3,26243
356,727	-11,50704
357,106	7,71928
357,485	37,92873
357,863	57,12562
358,242	76,41555
358,62	-6,00527
358,999	46,15125
359,377	7,71612
359,756	-22,49999
360,134	26,95315
360,512	-36,21157
360,891	-27,97746
361,269	-69,18017
361,647	15,95032
362,025	-3,26059
362,403	70,90955
362,781	145,05533
363,16	-47,24619
363,538	46,20108
363,916	57,09928
364,293	46,19633
364,671	-69,22289
365,049	24,2082
365,427	24,21069
365,805	-41,73555
366,183	-25,24353
366,56	40,65071
366,938	65,41535
367,316	10,46848
367,693	51,71843
368,071	59,89959
368,448	40,6674
368,826	-49,95519
369,203	59,89651
369,58	13,23371
369,958	29,72215
370,335	-19,74631
370,712	2,23288
371,089	13,22689
371,467	10,47602
371,844	62,74418
372,221	43,4363
372,598	54,42134
372,975	-11,50112
373,352	38,00896
373,729	15,94705
374,106	76,35667
374,483	21,46393
374,859	92,97254
375,236	-14,24217
375,613	-80,17072
375,99	98,31492
376,366	-38,95847
376,743	7,7304
377,119	29,72674
377,496	21,45511
377,872	-27,98033
378,249	128,59547
378,625	51,70777
379,002	-33,46825
379,378	-126,89489
379,754	13,21872
380,131	10,47332
380,507	68,19579
380,883	32,45013
381,259	35,18547
381,635	-60,91687
382,011	4,97963
382,387	-44,44357
382,763	-6,01052
383,139	54,41016
383,515	13,20855
383,891	-107,64931
384,267	169,77055
384,642	79,14883
385,018	-49,95006
385,394	7,7292
385,77	37,94238
386,145	90,14623
386,521	120,2401
386,896	2,23047
387,272	59,89036
387,647	-30,70558
388,023	15,96588
388,398	54,39898
388,773	29,68244
389,148	106,61917
389,524	29,68091
389,899	101,09912
390,274	158,84151
390,649	-30,74189
391,024	-22,47802
391,399	-82,88128
391,774	-19,74123
392,149	18,72474
392,524	-6,00404
392,899	-60,91687
393,274	-8,75301
393,649	112,01543
394,023	35,18728
394,398	-52,67346
394,773	7,72047
395,147	2,23013
395,522	51,65992
395,897	123,05712
396,271	-3,26009
396,646	48,92016
397,02	-88,386
397,394	24,21692
397,769	24,20571
398,143	-33,45622
398,517	18,70549
398,892	32,42347
399,266	51,66523
399,64	-44,48471
400,014	-49,94493
400,388	68,18525
400,762	-44,46184
401,136	-8,75076
401,51	-44,44129
401,884	46,16546
402,258	-96,56199
402,632	-22,46765
